                                          中信期货有限公司                                          
                                                                    制表时间 Creation Date：20170119
----------------------------------------------------------------------------------------------------
                             交易结算单(盯市) Settlement Statement(MTM)                             
客户号 Client ID：  120200888          客户名称 Client Name：尚腾资本管理有限公司
日期 Date：20170119




                   资金状况  币种：人民币  Account Summary  Currency：CNY 
----------------------------------------------------------------------------------------------------
期初结存 Balance b/f：                  5176727.62  基础保证金 Initial Margin：                10.00
出 入 金 Deposit/Withdrawal：                 0.00  期末结存 Balance c/f：                5171114.78
平仓盈亏 Realized P/L：                    5985.00  质 押 金 Pledge Amount：                    0.00
持仓盯市盈亏 MTM P/L：                   -10210.00  客户权益 Client Equity：：            5171114.78
期权执行盈亏 Exercise P/L：                   0.00  货币质押保证金占用 FX Pledge Occ.：         0.00
手 续 费 Commission：                      1387.84  保证金占用 Margin Occupied：           294855.00
行权手续费 Exercise Fee：                     0.00  交割保证金 Delivery Margin：                0.00
交割手续费 Delivery Fee：                     0.00  多头期权市值 Market value(long)：           0.00
货币质入 New FX Pledge：                      0.00  空头期权市值 Market value(short)：          0.00
货币质出 FX Redemption：                      0.00  市值权益 Market value(equity)：       5171114.78
质押变化金额 Chg in Pledge Amt：              0.00  可用资金 Fund Avail.：                4876259.78
权利金收入 Premium received：                 0.00  风 险 度 Risk Degree：                     5.70%
权利金支出 Premium paid：                     0.00  应追加资金 Margin Call：                    0.00

                                                              成交记录 Transaction Record 
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|成交日期| 交易所 |       品种       |      合约      |买/卖|   投/保    |  成交价  | 手数 |   成交额   |       开平       |  手续费  |  平仓盈亏  |     权利金收支      |  成交序号  |
|  Date  |Exchange|     Product      |   Instrument   | B/S |    S/H     |   Price  | Lots |  Turnover  |       O/C        |   Fee    |Realized P/L|Premium Received/Paid|  Trans.No. |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|20170119  |上期所  |白银              |ag1706          |20170118 |   卖|         1|       4178.000|        4154.000|    4102.000|     -780.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170118 |   卖|         1|       4178.000|        4154.000|    4102.000|     -780.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170118 |   卖|         1|       4178.000|        4154.000|    4102.000|     -780.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170118 |   卖|         3|       4178.000|        4154.000|    4102.000|    -2340.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4128.000|        4154.000|    4107.000|      315.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4128.000|        4154.000|    4108.000|      300.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4128.000|        4154.000|    4108.000|      300.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4105.000|        4154.000|    4103.000|       30.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4105.000|        4154.000|    4103.000|       30.00|                 0.000|
|20170119  |上期所  |白银              |ag1706          |20170119 |买   |         1|       4105.000|        4154.000|    4103.000|       30.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |   卖|         1|        273.050|         274.100|     273.000|      -50.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |   卖|         1|        273.150|         274.100|     273.000|     -150.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |买   |         1|        273.300|         274.100|     272.900|      400.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |买   |         1|        273.000|         274.100|     270.800|     2200.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |买   |         1|        273.000|         274.100|     270.650|     2350.00|                 0.000|
|20170119  |上期所  |黄金              |au1706          |20170119 |买   |         1|        270.800|         274.100|     270.650|      150.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         3|       3278.000|        3287.000|    3290.000|     -360.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3300.000|        3287.000|    3275.000|     -250.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3290.000|        3287.000|    3275.000|     -300.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3290.000|        3287.000|    3245.000|     -450.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3249.000|        3287.000|    3245.000|      -80.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3249.000|        3287.000|    3260.000|      220.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3249.000|        3287.000|    3260.000|      110.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3249.000|        3287.000|    3251.000|       20.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3266.000|        3287.000|    3251.000|     -300.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         1|       3248.000|        3287.000|    3256.000|      -80.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         2|       3234.000|        3287.000|    3256.000|     -440.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         1|       3248.000|        3287.000|    3256.000|      -80.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         1|       3248.000|        3287.000|    3256.000|      -80.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |买   |         1|       3248.000|        3287.000|    3256.000|      -80.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3263.000|        3287.000|    3280.000|      340.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3266.000|        3287.000|    3280.000|      140.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         1|       3263.000|        3287.000|    3256.000|      -70.00|                 0.000|
|20170119  |上期所  |螺纹钢            |rb1705          |20170119 |   卖|         2|       3280.000|        3287.000|    3256.000|     -480.00|                 0.000|
|20170119  |上期所  |天然橡胶          |ru1705          |20170119 |买   |         1|      21035.000|       21275.000|   21105.000|     -700.00|                 0.000|
|20170119  |上期所  |天然橡胶          |ru1705          |20170119 |买   |         1|      21095.000|       21275.000|   21135.000|     -400.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |   卖|         1|      46490.000|       46550.000|   46390.000|     -500.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |买   |         1|      46390.000|       46550.000|   46440.000|     -250.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |   卖|         1|      46440.000|       46550.000|   46480.000|      200.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |买   |         1|      46480.000|       46550.000|   46590.000|     -550.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |   卖|         1|      46590.000|       46550.000|   46780.000|      950.00|                 0.000|
|20170119  |上期所  |铜                |cu1703          |20170119 |   卖|         1|      46810.000|       46550.000|   46710.000|     -500.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |买   |         3|       6886.000|        6857.000|    6896.000|     -300.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |   卖|         1|       6896.000|        6857.000|    6987.000|      910.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |   卖|         1|       6896.000|        6857.000|    6987.000|      910.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |   卖|         1|       6896.000|        6857.000|    6987.000|      910.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |   卖|         1|       6971.000|        6857.000|    6990.000|      190.00|                 0.000|
|20170119  |郑商所  |白砂糖            |SR705           |20170119 |   卖|         2|       6971.000|        6857.000|    6990.000|      380.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         1|       2825.000|        2836.000|    2773.000|      630.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         2|       2825.000|        2836.000|    2773.000|     1260.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         2|       2825.000|        2836.000|    2773.000|     1260.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         4|       2825.000|        2836.000|    2773.000|     2520.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         1|       2825.000|        2836.000|    2773.000|      630.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170118 |买   |         1|       2825.000|        2836.000|    2773.000|      630.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170119 |买   |         1|       2768.000|        2836.000|    2782.000|     -140.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170119 |买   |         1|       2767.000|        2836.000|    2782.000|     -150.00|                 0.000|
|20170119  |郑商所  |甲醇              |MA705           |20170119 |买   |         1|       2767.000|        2836.000|    2782.000|     -150.00|                 0.000|
|20170119  |郑商所  |一号棉花          |CF705           |20170118 |买   |         1|      15050.000|       15100.000|   15240.000|     -700.00|                 0.000|
|20170119  |郑商所  |一号棉花          |CF705           |20170119 |买   |         1|      15170.000|       15100.000|   15240.000|     -350.00|                 0.000|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
|共    67条|        |                  |                |         |     |       108|               |                |            |     5985.00|                  0.00|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
能源中心---INE  上期所---SHFE   中金所---CFFEX  大商所---DCE   郑商所---CZCE  
买---Buy   卖---Sell 

                                              持仓明细 Positions Detail
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| 交易所 |       品种       |      合约      |开仓日期 |   投/保    |买/卖|持仓量 |    开仓价     |     昨结算     |     结算价     |  浮动盈亏  |  盯市盈亏 |  保证金   |       期权市值       |
|Exchange|     Product      |   Instrument   |Open Date|    S/H     | B/S |Positon|Pos. Open Price|   Prev. Sttl   |Settlement Price| Accum. P/L |  MTM P/L  |  Margin   | Market Value(Options)|
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| 郑商所 |      白砂糖      |     SR705      | 20170119|投          |买   |      1|       6971.000|        6857.000|        6941.000|     -300.00|    -300.00|    8329.20|                  0.00|
| 郑商所 |      白砂糖      |     SR705      | 20170119|投          |买   |      3|       6985.000|        6857.000|        6941.000|    -1320.00|   -1320.00|   24987.60|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |   卖|      8|       2767.000|        2836.000|        2794.000|    -2160.00|   -2160.00|   31292.80|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |   卖|      2|       2767.000|        2836.000|        2794.000|     -540.00|    -540.00|    7823.20|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |   卖|     18|       2767.000|        2836.000|        2794.000|    -4860.00|   -4860.00|   70408.80|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      1|       2782.000|        2836.000|        2794.000|      120.00|     120.00|    3911.60|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      3|       2782.000|        2836.000|        2794.000|      360.00|     360.00|   11734.80|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      1|       2782.000|        2836.000|        2794.000|      120.00|     120.00|    3911.60|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      1|       2782.000|        2836.000|        2794.000|      120.00|     120.00|    3911.60|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      1|       2782.000|        2836.000|        2794.000|      120.00|     120.00|    3911.60|                  0.00|
| 郑商所 |       甲醇       |     MA705      | 20170119|投          |买   |      8|       2782.000|        2836.000|        2794.000|      960.00|     960.00|   31292.80|                  0.00|
| 郑商所 |     一号棉花     |     CF705      | 20170119|投          |   卖|      1|      15175.000|       15100.000|       15190.000|      -75.00|     -75.00|    9114.00|                  0.00|
| 郑商所 |     一号棉花     |     CF705      | 20170119|投          |   卖|      2|      15170.000|       15100.000|       15190.000|     -200.00|    -200.00|   18228.00|                  0.00|
| 郑商所 |     一号棉花     |     CF705      | 20170119|投          |   卖|      1|      15170.000|       15100.000|       15190.000|     -100.00|    -100.00|    9114.00|                  0.00|
| 大商所 |      聚丙烯      |     pp1705     | 20170119|投          |买   |      1|       8877.000|        9047.000|        8906.000|      145.00|     145.00|    5788.90|                  0.00|
| 大商所 |      聚丙烯      |     pp1705     | 20170119|投          |买   |      1|       8880.000|        9047.000|        8906.000|      130.00|     130.00|    5788.90|                  0.00|
| 大商所 |      铁矿石      |     i1705      | 20170119|投          |买   |      1|        639.500|         642.000|         633.000|     -650.00|    -650.00|   10761.00|                  0.00|
| 上期所 |       黄金       |     au1706     | 20170119|投          |   卖|      1|        270.550|         274.100|         271.700|    -1150.00|   -1150.00|   35321.00|                  0.00|
| 上期所 |      螺纹钢      |     rb1705     | 20170118|投          |买   |      1|       3284.000|        3287.000|        3262.000|     -220.00|    -250.00|    5219.20|                  0.00|
| 上期所 |      螺纹钢      |     rb1705     | 20170119|投          |   卖|      1|       3248.000|        3287.000|        3262.000|     -140.00|    -140.00|    5219.20|                  0.00|
| 上期所 |      螺纹钢      |     rb1705     | 20170119|投          |   卖|      2|       3250.000|        3287.000|        3262.000|     -240.00|    -240.00|   10438.40|                  0.00|
| 上期所 |      螺纹钢      |     rb1705     | 20170119|投          |买   |      1|       3280.000|        3287.000|        3262.000|     -180.00|    -180.00|    5219.20|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      2|       2650.000|        2682.000|        2640.000|      200.00|     200.00|    8448.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      1|       2636.000|        2682.000|        2640.000|      -40.00|     -40.00|    4224.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      1|       2636.000|        2682.000|        2640.000|      -40.00|     -40.00|    4224.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      1|       2636.000|        2682.000|        2640.000|      -40.00|     -40.00|    4224.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      1|       2636.000|        2682.000|        2640.000|      -40.00|     -40.00|    4224.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      3|       2634.000|        2682.000|        2640.000|     -180.00|    -180.00|   12672.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |   卖|      1|       2634.000|        2682.000|        2640.000|      -60.00|     -60.00|    4224.00|                  0.00|
| 上期所 |     石油沥青     |     bu1706     | 20170119|投          |买   |      4|       2638.000|        2682.000|        2640.000|       80.00|      80.00|   16896.00|                  0.00|
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|共  30条|                  |                |         |            |     |     74|               |                |                |   -10180.00|  -10210.00|  380863.40|                  0.00|
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
能源中心---INE  上期所---SHFE   中金所---CFFEX  大商所---DCE   郑商所---CZCE
买---Buy   卖---Sell  
投---Speculation  保---Hedge  套---Arbitrage 般---General

                                                         持仓汇总 Positions
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|       品种       |      合约      |    买持     |    买均价   |     卖持     |    卖均价    |  昨结算  |  今结算  |持仓盯市盈亏|  保证金占用   |  投/保     |   多头期权市值   |   空头期权市值    |
|      Product     |   Instrument   |  Long Pos.  |Avg Buy Price|  Short Pos.  |Avg Sell Price|Prev. Sttl|Sttl Today|  MTM P/L   |Margin Occupied|    S/H     |Market Value(Long)|Market Value(Short)|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|      白砂糖      |     SR705      |            4|     6981.500|             0|         0.000|  6857.000|  6941.000|    -1620.00|       33316.80|投          |              0.00|               0.00|
|       甲醇       |     MA705      |           15|     2782.000|            28|      2767.000|  2836.000|  2794.000|    -5760.00|      109524.80|投          |              0.00|               0.00|
|     一号棉花     |     CF705      |            0|        0.000|             4|     15171.250| 15100.000| 15190.000|     -375.00|       36456.00|投          |              0.00|               0.00|
|      聚丙烯      |     pp1705     |            2|     8878.500|             0|         0.000|  9047.000|  8906.000|      275.00|       11577.80|投          |              0.00|               0.00|
|      铁矿石      |     i1705      |            1|      639.500|             0|         0.000|   642.000|   633.000|     -650.00|       10761.00|投          |              0.00|               0.00|
|       黄金       |     au1706     |            0|        0.000|             1|       270.550|   274.100|   271.700|    -1150.00|       35321.00|投          |              0.00|               0.00|
|      螺纹钢      |     rb1705     |            2|     3282.000|             3|      3249.333|  3287.000|  3262.000|     -810.00|       15657.60|投          |              0.00|               0.00|
|     石油沥青     |     bu1706     |            4|     2638.000|            10|      2638.000|  2682.000|  2640.000|     -120.00|       42240.00|投          |              0.00|               0.00|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|共     8条        |                |           28|             |            46|              |          |          |   -10210.00|      294855.00|            |              0.00|               0.00|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


本结算单旨在向您提供交易的具体信息，请妥善保管。若您在合同规定时间内未对该结算单提出异议的，视作对本结算单记载事项的确认。如有疑问,请及时致电我公司(400-990-8826)。
                                                                                        中信期货有限公司
客户（授权人）签字：

